0	3000	1	0.701674
0	3027.03	1	0.000580797
0	3054.05	1	0.0772945
0	3081.08	1	0.0607223
0	3108.11	1	2.88142
0	3135.14	1	0.00528748
0	3162.16	1	0.023695
0	3189.19	1	0.0878964
0	3216.22	1	0.000173852
0	3243.24	1	0.0013241
0	3270.27	1	0.168608
0	3297.3	1	0.0487855
0	3324.32	1	0.0146066
0	3351.35	1	0.0594979
0	3378.38	1	0.000782382
0	3405.41	1	0.404402
0	3432.43	1	0.00096358
0	3459.46	1	0.00853501
0	3486.49	1	0.567754
0	3513.51	1	0.0247948
0	3540.54	1	0.00212128
0	3567.57	1	0.0032539
0	3594.59	1	0.0505218
0	3621.62	1	0.00720487
0	3648.65	1	0.00829518
0	3675.68	1	0.00273072
0	3702.7	1	0.0124413
0	3729.73	1	0.0457577
0	3756.76	1	0.0106589
0	3783.78	1	0.120042
0	3810.81	1	0.0177133
0	3837.84	1	0.0093637
0	3864.86	1	0.0246189
0	3891.89	1	0.000473892
0	3918.92	1	0.00419421
0	3945.95	1	0.00566268
0	3972.97	1	0.000480049
0	4000	1	0.00287232
0	4027.03	1	0.114181
0	4054.05	1	0.00201989
0	4081.08	1	0.00021262
0	4108.11	1	0.013184
0	4135.14	1	0.011615
0	4162.16	1	0.0142252
0	4189.19	1	0.00379737
0	4216.22	1	0.0166714
0	4243.24	1	0.0109481
0	4270.27	1	0.00156515
0	4297.3	1	0.00610469
0	4324.32	1	0.00294772
0	4351.35	1	0.0162142
0	4378.38	1	0.0271663
0	4405.41	1	0.000779249
0	4432.43	1	0.293833
0	4459.46	1	0.0183641
0	4486.49	1	0.0044999
0	4513.51	1	0.029465
0	4540.54	1	0.00205054
0	4567.57	1	0.00286494
0	4594.59	1	0.006756
0	4621.62	1	0.0272138
0	4648.65	1	0.0154021
0	4675.68	1	0.000161929
0	4702.7	1	0.0291553
0	4729.73	1	0.00219505
0	4756.76	1	0.16922
0	4783.78	1	0.00536865
0	4810.81	1	0.160907
0	4837.84	1	0.00282731
0	4864.86	1	0.0224882
0	4891.89	1	0.1115
0	4918.92	1	0.00343346
0	4945.95	1	0.0267362
0	4972.97	1	0.0551833
0	5000	1	0.00772944
20.202	3000	1	0.00727048
20.202	3027.03	1	0.019673
20.202	3054.05	1	0.00254492
20.202	3081.08	1	0.000540018
20.202	3108.11	1	0.00834708
20.202	3135.14	1	0.0546672
20.202	3162.16	1	0.0185165
20.202	3189.19	1	0.00442319
20.202	3216.22	1	0.0842695
20.202	3243.24	1	0.000142349
20.202	3270.27	1	0.0281691
20.202	3297.3	1	0.0128082
20.202	3324.32	1	0.011171
20.202	3351.35	1	0.0150745
20.202	3378.38	1	0.000305437
20.202	3405.41	1	0.0142923
20.202	3432.43	1	0.0048986
20.202	3459.46	1	0.0283735
20.202	3486.49	1	0.147575
20.202	3513.51	1	0.0858807
20.202	3540.54	1	0.00127871
20.202	3567.57	1	0.0263512
20.202	3594.59	1	0.0601627
20.202	3621.62	1	0.011238
20.202	3648.65	1	0.0760438
20.202	3675.68	1	0.00160054
20.202	3702.7	1	0.0658362
20.202	3729.73	1	0.0160255
20.202	3756.76	1	0.00225277
20.202	3783.78	1	0.00125679
20.202	3810.81	1	0.0957754
20.202	3837.84	1	0.00201263
20.202	3864.86	1	0.0627694
20.202	3891.89	1	0.012553
20.202	3918.92	1	0.0222115
20.202	3945.95	1	0.205366
20.202	3972.97	1	0.0101194
20.202	4000	1	0.00279991
20.202	4027.03	1	0.0154817
20.202	4054.05	1	0.00957168
20.202	4081.08	1	0.00142476
